年度,月份,郵遞區號,行政區,項目,用戶數(戶),契約容量(kW),售電度數(度)
115,03,237,三峽,20電力小計,**,78654,19012155
115,03,237,三峽,21綜合＆電力小計,**,103391,22725142
115,03,237,三峽,22電燈＆綜合＆電力小計,**,114964,44457782
115,03,237,三峽,23臨時電燈,20,0,14439
115,03,237,三峽,24臨時電力,29,2012,131293
115,03,237,三峽,25臨時用電小計,**,2012,145732
115,03,237,三峽,26總計（含臨時用電）,**,114964,44603514
115,03,237,三峽,27表燈合計,**,11573,21747079
115,03,237,三峽,28綜合＆電力合計,**,103391,22856435
115,03,238,樹林,1表燈非營業用,76294,797,23831976
115,03,238,樹林,2表燈營業用,10721,18692,16749593
115,03,238,樹林,3表燈小計,**,19489,40581569
115,03,238,樹林,4低壓綜合裝置非營業用,*,0,0
115,03,238,樹林,5低壓綜合需量非營業用,472,16976,2114953
115,03,238,樹林,6低壓電動車非營業用,*,0,0
115,03,238,樹林,7低壓綜合非營業用電小計,**,16976,2114953
115,03,238,樹林,8低壓綜合裝置營業用,*,0,0
115,03,238,樹林,9低壓綜合需量營業用,556,24843,3873345
115,03,238,樹林,10低壓電動車營業用,*,54,6336
115,03,238,樹林,11低壓綜合營業用電小計,**,24897,3879681
115,03,238,樹林,12低壓綜合用電小計,**,41873,5994634
115,03,238,樹林,13低壓裝置電力,49,616,47328
115,03,238,樹林,14低壓需量電力,2128,107115,14052469
115,03,238,樹林,15低壓電力小計,**,107731,14099797
115,03,238,樹林,16高壓電力,243,121235,34745737
115,03,238,樹林,17高壓電動車,*,1560,255360
115,03,238,樹林,18特高壓電力,*,49550,25500352
115,03,238,樹林,19高＆特高壓電力小計,**,172345,60501449
115,03,238,樹林,20電力小計,**,280076,74601246
115,03,238,樹林,21綜合＆電力小計,**,321949,80595880
115,03,238,樹林,22電燈＆綜合＆電力小計,**,341438,121177449
115,03,238,樹林,23臨時電燈,39,0,16442
115,03,238,樹林,24臨時電力,22,1409,169473
115,03,238,樹林,25臨時用電小計,**,1409,185915
115,03,238,樹林,26總計（含臨時用電）,**,341438,121363364
115,03,238,樹林,27表燈合計,**,19489,40598011
115,03,238,樹林,28綜合＆電力合計,**,321949,80765353
115,03,239,鶯歌,1表燈非營業用,46794,373,15013830
115,03,239,鶯歌,2表燈營業用,4013,6727,5207103
115,03,239,鶯歌,3表燈小計,**,7100,20220933
115,03,239,鶯歌,4低壓綜合裝置非營業用,*,0,0
115,03,239,鶯歌,5低壓綜合需量非營業用,231,8812,1097981
115,03,239,鶯歌,6低壓電動車非營業用,*,0,0
115,03,239,鶯歌,7低壓綜合非營業用電小計,**,8812,1097981
115,03,239,鶯歌,8低壓綜合裝置營業用,*,0,0
115,03,239,鶯歌,9低壓綜合需量營業用,154,6469,1072183
115,03,239,鶯歌,10低壓電動車營業用,*,979,20000
115,03,239,鶯歌,11低壓綜合營業用電小計,**,7448,1092183
115,03,239,鶯歌,12低壓綜合用電小計,**,16260,2190164
115,03,239,鶯歌,13低壓裝置電力,40,476,16711
115,03,239,鶯歌,14低壓需量電力,343,19197,2166911
115,03,239,鶯歌,15低壓電力小計,**,19673,2183622
115,03,239,鶯歌,16高壓電力,132,73980,21732743
115,03,239,鶯歌,17高壓電動車,*,362,48800
115,03,239,鶯歌,18特高壓電力,*,10050,5442300
115,03,239,鶯歌,19高＆特高壓電力小計,**,84392,27223843
115,03,239,鶯歌,20電力小計,**,104065,29407465
115,03,239,鶯歌,21綜合＆電力小計,**,120325,31597629
115,03,239,鶯歌,22電燈＆綜合＆電力小計,**,127425,51818562
115,03,239,鶯歌,23臨時電燈,34,0,32344
115,03,239,鶯歌,24臨時電力,34,1900,201154
115,03,239,鶯歌,25臨時用電小計,**,1900,233498
115,03,239,鶯歌,26總計（含臨時用電）,**,127425,52052060
115,03,239,鶯歌,27表燈合計,**,7100,20253277
115,03,239,鶯歌,28綜合＆電力合計,**,120325,31798783
115,03,241,三重,1表燈非營業用,197904,2081,38370113
115,03,241,三重,2表燈營業用,18685,33227,22262771
115,03,241,三重,3表燈小計,**,35308,60632884
115,03,241,三重,4低壓綜合裝置非營業用,*,0,0
115,03,241,三重,5低壓綜合需量非營業用,1190,46215,5566644
115,03,241,三重,6低壓電動車非營業用,*,73,440
115,03,241,三重,7低壓綜合非營業用電小計,**,46288,5567084
115,03,241,三重,8低壓綜合裝置營業用,*,0,0
115,03,241,三重,9低壓綜合需量營業用,874,35306,6292530
115,03,241,三重,10低壓電動車營業用,6,1817,129821
115,03,241,三重,11低壓綜合營業用電小計,**,37123,6422351
115,03,241,三重,12低壓綜合用電小計,**,83411,11989435
115,03,241,三重,13低壓裝置電力,166,1913,167867
115,03,241,三重,14低壓需量電力,1258,46801,5746796
115,03,241,三重,15低壓電力小計,**,48714,5914663
115,03,241,三重,16高壓電力,159,68613,15557907
115,03,241,三重,17高壓電動車,*,1440,154500
115,03,241,三重,18特高壓電力,*,0,0
115,03,241,三重,19高＆特高壓電力小計,**,70053,15712407
115,03,241,三重,20電力小計,**,118767,21627070
115,03,241,三重,21綜合＆電力小計,**,202178,33616505
115,03,241,三重,22電燈＆綜合＆電力小計,**,237486,94249389
115,03,241,三重,23臨時電燈,33,0,17475
115,03,241,三重,24臨時電力,121,10048,1034074
115,03,241,三重,25臨時用電小計,**,10048,1051549
115,03,241,三重,26總計（含臨時用電）,**,237486,95300938
115,03,241,三重,27表燈合計,**,35308,60650359
115,03,241,三重,28綜合＆電力合計,**,202178,34650579
115,03,242,新莊,1表燈非營業用,182029,2970,55702597
115,03,242,新莊,2表燈營業用,17676,37679,23742398
115,03,242,新莊,3表燈小計,**,40649,79444995
115,03,242,新莊,4低壓綜合裝置非營業用,*,0,0
115,03,242,新莊,5低壓綜合需量非營業用,1291,48576,7186061
115,03,242,新莊,6低壓電動車非營業用,*,99,1160
115,03,242,新莊,7低壓綜合非營業用電小計,**,48675,7187221
115,03,242,新莊,8低壓綜合裝置營業用,*,0,0
115,03,242,新莊,9低壓綜合需量營業用,1120,46317,7859744
115,03,242,新莊,10低壓電動車營業用,9,2469,128080
115,03,242,新莊,11低壓綜合營業用電小計,**,48786,7987824
115,03,242,新莊,12低壓綜合用電小計,**,97461,15175045
115,03,242,新莊,13低壓裝置電力,101,1855,214652
115,03,242,新莊,14低壓需量電力,2458,102006,13817195
115,03,242,新莊,15低壓電力小計,**,103861,14031847
115,03,242,新莊,16高壓電力,226,125841,30922811
115,03,242,新莊,17高壓電動車,*,3250,294440
115,03,242,新莊,18特高壓電力,*,44310,14862000
115,03,242,新莊,19高＆特高壓電力小計,**,173401,46079251
115,03,242,新莊,20電力小計,**,277262,60111098
115,03,242,新莊,21綜合＆電力小計,**,374723,75286143
115,03,242,新莊,22電燈＆綜合＆電力小計,**,415372,154731138
115,03,242,新莊,23臨時電燈,42,0,95078
115,03,242,新莊,24臨時電力,78,6149,593641
115,03,242,新莊,25臨時用電小計,**,6149,688719
115,03,242,新莊,26總計（含臨時用電）,**,415372,155419857
115,03,242,新莊,27表燈合計,**,40649,79540073
115,03,242,新莊,28綜合＆電力合計,**,374723,75879784
115,03,243,泰山,1表燈非營業用,36924,435,18713765
115,03,243,泰山,2表燈營業用,3714,6734,8271873
115,03,243,泰山,3表燈小計,**,7169,26985638
115,03,243,泰山,4低壓綜合裝置非營業用,*,0,0
115,03,243,泰山,5低壓綜合需量非營業用,240,8641,952447
115,03,243,泰山,6低壓電動車非營業用,*,0,0
115,03,243,泰山,7低壓綜合非營業用電小計,**,8641,952447
115,03,243,泰山,8低壓綜合裝置營業用,*,0,0
115,03,243,泰山,9低壓綜合需量營業用,149,6574,1187290
115,03,243,泰山,10低壓電動車營業用,*,1000,133800
115,03,243,泰山,11低壓綜合營業用電小計,**,7574,1321090
115,03,243,泰山,12低壓綜合用電小計,**,16215,2273537
115,03,243,泰山,13低壓裝置電力,15,181,15158
115,03,243,泰山,14低壓需量電力,294,11851,1503767
115,03,243,泰山,15低壓電力小計,**,12032,1518925
115,03,243,泰山,16高壓電力,43,24144,6456163
115,03,243,泰山,17高壓電動車,*,1695,136360
115,03,243,泰山,18特高壓電力,*,125700,78490391
115,03,243,泰山,19高＆特高壓電力小計,**,151539,85082914
115,03,243,泰山,20電力小計,**,163571,86601839
115,03,243,泰山,21綜合＆電力小計,**,179786,88875376
115,03,243,泰山,22電燈＆綜合＆電力小計,**,186955,115861014
115,03,243,泰山,23臨時電燈,23,0,42972
115,03,243,泰山,24臨時電力,27,3121,521920
115,03,243,泰山,25臨時用電小計,**,3121,564892
115,03,243,泰山,26總計（含臨時用電）,**,186955,116425906
115,03,243,泰山,27表燈合計,**,7169,27028610
115,03,243,泰山,28綜合＆電力合計,**,179786,89397296
115,03,244,林口,1表燈非營業用,69486,790,29072577
115,03,244,林口,2表燈營業用,5865,13244,12676451
115,03,244,林口,3表燈小計,**,14034,41749028
115,03,244,林口,4低壓綜合裝置非營業用,*,0,0
115,03,244,林口,5低壓綜合需量非營業用,820,30478,4359202
115,03,244,林口,6低壓電動車非營業用,*,171,9800
115,03,244,林口,7低壓綜合非營業用電小計,**,30649,4369002
115,03,244,林口,8低壓綜合裝置營業用,*,0,0
115,03,244,林口,9低壓綜合需量營業用,279,17296,3111098
115,03,244,林口,10低壓電動車營業用,6,1373,8680
115,03,244,林口,11低壓綜合營業用電小計,**,18669,3119778
115,03,244,林口,12低壓綜合用電小計,**,49318,7488780
115,03,244,林口,13低壓裝置電力,30,182,19397
115,03,244,林口,14低壓需量電力,204,13546,1746335
115,03,244,林口,15低壓電力小計,**,13728,1765732
115,03,244,林口,16高壓電力,117,65865,18012112
115,03,244,林口,17高壓電動車,*,3496,367740
115,03,244,林口,18特高壓電力,*,0,0
115,03,244,林口,19高＆特高壓電力小計,**,69361,18379852
115,03,244,林口,20電力小計,**,83089,20145584
115,03,244,林口,21綜合＆電力小計,**,132407,27634364
115,03,244,林口,22電燈＆綜合＆電力小計,**,146441,69383392
115,03,244,林口,23臨時電燈,71,0,55141
115,03,244,林口,24臨時電力,94,6036,630039
115,03,244,林口,25臨時用電小計,**,6036,685180
115,03,244,林口,26總計（含臨時用電）,**,146441,70068572
115,03,244,林口,27表燈合計,**,14034,41804169
115,03,244,林口,28綜合＆電力合計,**,132407,28264403
115,03,247,蘆洲,1表燈非營業用,81675,955,34205801
115,03,247,蘆洲,2表燈營業用,7634,18082,13500151
115,03,247,蘆洲,3表燈小計,**,19037,47705952
115,03,247,蘆洲,4低壓綜合裝置非營業用,*,0,0
115,03,247,蘆洲,5低壓綜合需量非營業用,549,13855,1894260
115,03,247,蘆洲,6低壓電動車非營業用,*,50,2080
115,03,247,蘆洲,7低壓綜合非營業用電小計,**,13905,1896340
115,03,247,蘆洲,8低壓綜合裝置營業用,*,0,0
115,03,247,蘆洲,9低壓綜合需量營業用,285,12311,2604628
115,03,247,蘆洲,10低壓電動車營業用,*,0,0
115,03,247,蘆洲,11低壓綜合營業用電小計,**,12311,2604628
115,03,247,蘆洲,12低壓綜合用電小計,**,26216,4500968
115,03,247,蘆洲,13低壓裝置電力,23,228,9351
115,03,247,蘆洲,14低壓需量電力,242,8550,944954
115,03,247,蘆洲,15低壓電力小計,**,8778,954305
115,03,247,蘆洲,16高壓電力,28,12272,2058578
115,03,247,蘆洲,17高壓電動車,*,3250,430600
115,03,247,蘆洲,18特高壓電力,*,6500,2646400
115,03,247,蘆洲,19高＆特高壓電力小計,**,22022,5135578
115,03,247,蘆洲,20電力小計,**,30800,6089883
115,03,247,蘆洲,21綜合＆電力小計,**,57016,10590851
115,03,247,蘆洲,22電燈＆綜合＆電力小計,**,76053,58296803
115,03,247,蘆洲,23臨時電燈,18,0,11342
115,03,247,蘆洲,24臨時電力,12,795,52160
115,03,247,蘆洲,25臨時用電小計,**,795,63502
115,03,247,蘆洲,26總計（含臨時用電）,**,76053,58360305
115,03,247,蘆洲,27表燈合計,**,19037,47717294
115,03,247,蘆洲,28綜合＆電力合計,**,57016,10643011
115,03,248,五股,1表燈非營業用,47181,1207,3479304
115,03,248,五股,2表燈營業用,6968,12481,7342109
115,03,248,五股,3表燈小計,**,13688,10821413
115,03,248,五股,4低壓綜合裝置非營業用,*,0,0
115,03,248,五股,5低壓綜合需量非營業用,378,15023,2018087
115,03,248,五股,6低壓電動車非營業用,*,0,0
115,03,248,五股,7低壓綜合非營業用電小計,**,15023,2018087
115,03,248,五股,8低壓綜合裝置營業用,*,0,0
115,03,248,五股,9低壓綜合需量營業用,433,26146,4070141
115,03,248,五股,10低壓電動車營業用,*,499,78400
115,03,248,五股,11低壓綜合營業用電小計,**,26645,4148541
115,03,248,五股,12低壓綜合用電小計,**,41668,6166628
115,03,248,五股,13低壓裝置電力,30,182,12633
115,03,248,五股,14低壓需量電力,916,60916,8522262
115,03,248,五股,15低壓電力小計,**,61098,8534895
115,03,248,五股,16高壓電力,162,71354,17113063
115,03,248,五股,17高壓電動車,*,1980,279700
115,03,248,五股,18特高壓電力,*,9900,4683000
115,03,248,五股,19高＆特高壓電力小計,**,83234,22075763
115,03,248,五股,20電力小計,**,144332,30610658
115,03,248,五股,21綜合＆電力小計,**,186000,36777286
115,03,248,五股,22電燈＆綜合＆電力小計,**,199688,47598699
115,03,248,五股,23臨時電燈,13,0,1080
115,03,248,五股,24臨時電力,34,1680,143872
115,03,248,五股,25臨時用電小計,**,1680,144952
115,03,248,五股,26總計（含臨時用電）,**,199688,47743651
115,03,248,五股,27表燈合計,**,13688,10822493
115,03,248,五股,28綜合＆電力合計,**,186000,36921158
115,03,249,八里,1表燈非營業用,23684,578,6232619
115,03,249,八里,2表燈營業用,2515,4450,4221937
115,03,249,八里,3表燈小計,**,5028,10454556
115,03,249,八里,4低壓綜合裝置非營業用,*,0,0
115,03,249,八里,5低壓綜合需量非營業用,237,7382,855926
115,03,249,八里,6低壓電動車非營業用,*,0,0
115,03,249,八里,7低壓綜合非營業用電小計,**,7382,855926
115,03,249,八里,8低壓綜合裝置營業用,*,0,0
115,03,249,八里,9低壓綜合需量營業用,79,4948,881513
115,03,249,八里,10低壓電動車營業用,*,760,49280
115,03,249,八里,11低壓綜合營業用電小計,**,5708,930793
115,03,249,八里,12低壓綜合用電小計,**,13090,1786719
115,03,249,八里,13低壓裝置電力,31,114,18146
115,03,249,八里,14低壓需量電力,151,11401,1702718
115,03,249,八里,15低壓電力小計,**,11515,1720864
115,03,249,八里,16高壓電力,62,45519,14573496
115,03,249,八里,17高壓電動車,*,995,112200
115,03,249,八里,18特高壓電力,*,5000,2131200
115,03,249,八里,19高＆特高壓電力小計,**,51514,16816896
115,03,249,八里,20電力小計,**,63029,18537760
115,03,249,八里,21綜合＆電力小計,**,76119,20324479
115,03,249,八里,22電燈＆綜合＆電力小計,**,81147,30779035
115,03,249,八里,23臨時電燈,28,0,44471
115,03,249,八里,24臨時電力,30,2692,219635
115,03,249,八里,25臨時用電小計,**,2692,264106
115,03,249,八里,26總計（含臨時用電）,**,81147,31043141
115,03,249,八里,27表燈合計,**,5028,10499027
115,03,249,八里,28綜合＆電力合計,**,76119,20544114
115,03,251,淡水,1表燈非營業用,137419,1125,36593070
115,03,251,淡水,2表燈營業用,6689,17969,9940780
115,03,251,淡水,3表燈小計,**,19094,46533850
115,03,251,淡水,4低壓綜合裝置非營業用,*,0,0
115,03,251,淡水,5低壓綜合需量非營業用,1276,51607,7062531
115,03,251,淡水,6低壓電動車非營業用,*,7,0
115,03,251,淡水,7低壓綜合非營業用電小計,**,51614,7062531
115,03,251,淡水,8低壓綜合裝置營業用,*,0,0
115,03,251,淡水,9低壓綜合需量營業用,327,15680,3572867
115,03,251,淡水,10低壓電動車營業用,*,144,720
115,03,251,淡水,11低壓綜合營業用電小計,**,15824,3573587
115,03,251,淡水,12低壓綜合用電小計,**,67438,10636118
115,03,251,淡水,13低壓裝置電力,43,553,142852
115,03,251,淡水,14低壓需量電力,193,11419,1863753
115,03,251,淡水,15低壓電力小計,**,11972,2006605
115,03,251,淡水,16高壓電力,138,73022,18676075
115,03,251,淡水,17高壓電動車,*,4239,368880
115,03,251,淡水,18特高壓電力,*,0,0
115,03,251,淡水,19高＆特高壓電力小計,**,77261,19044955
115,03,251,淡水,20電力小計,**,89233,21051560
115,03,251,淡水,21綜合＆電力小計,**,156671,31687678
115,03,251,淡水,22電燈＆綜合＆電力小計,**,175765,78221528
115,03,251,淡水,23臨時電燈,35,0,18362
115,03,251,淡水,24臨時電力,71,4509,435420
115,03,251,淡水,25臨時用電小計,**,4509,453782
115,03,251,淡水,26總計（含臨時用電）,**,175765,78675310
115,03,251,淡水,27表燈合計,**,19094,46552212
115,03,251,淡水,28綜合＆電力合計,**,156671,32123098
115,03,252,三芝,1表燈非營業用,17610,183,3902093
115,03,252,三芝,2表燈營業用,703,1251,877199
115,03,252,三芝,3表燈小計,**,1434,4779292
115,03,252,三芝,4低壓綜合裝置非營業用,*,0,0
115,03,252,三芝,5低壓綜合需量非營業用,69,1743,272312
115,03,252,三芝,6低壓電動車非營業用,*,0,0
115,03,252,三芝,7低壓綜合非營業用電小計,**,1743,272312
115,03,252,三芝,8低壓綜合裝置營業用,*,0,0
115,03,252,三芝,9低壓綜合需量營業用,25,1054,148722
115,03,252,三芝,10低壓電動車營業用,*,0,0
115,03,252,三芝,11低壓綜合營業用電小計,**,1054,148722
115,03,252,三芝,12低壓綜合用電小計,**,2797,421034
115,03,252,三芝,13低壓裝置電力,19,173,24166
115,03,252,三芝,14低壓需量電力,42,2579,233106
115,03,252,三芝,15低壓電力小計,**,2752,257272
115,03,252,三芝,16高壓電力,25,12088,2965438
115,03,252,三芝,17高壓電動車,*,660,3400
115,03,252,三芝,18特高壓電力,*,0,0
115,03,252,三芝,19高＆特高壓電力小計,**,12748,2968838
115,03,252,三芝,20電力小計,**,15500,3226110
115,03,252,三芝,21綜合＆電力小計,**,18297,3647144
115,03,252,三芝,22電燈＆綜合＆電力小計,**,19731,8426436
115,03,252,三芝,23臨時電燈,14,0,3197
115,03,252,三芝,24臨時電力,7,376,52769
115,03,252,三芝,25臨時用電小計,**,376,55966
115,03,252,三芝,26總計（含臨時用電）,**,19731,8482402
115,03,252,三芝,27表燈合計,**,1434,4782489
115,03,252,三芝,28綜合＆電力合計,**,18297,3699913
115,03,253,石門,1表燈非營業用,4528,0,108808
115,03,253,石門,2表燈營業用,161,606,246503
115,03,253,石門,3表燈小計,**,606,355311
115,03,253,石門,4低壓綜合裝置非營業用,*,0,0
115,03,253,石門,5低壓綜合需量非營業用,13,778,84778
115,03,253,石門,6低壓電動車非營業用,*,0,0
115,03,253,石門,7低壓綜合非營業用電小計,**,778,84778
115,03,253,石門,8低壓綜合裝置營業用,*,0,0
115,03,253,石門,9低壓綜合需量營業用,10,677,72280
115,03,253,石門,10低壓電動車營業用,*,0,0
115,03,253,石門,11低壓綜合營業用電小計,**,677,72280
115,03,253,石門,12低壓綜合用電小計,**,1455,157058
115,03,253,石門,13低壓裝置電力,*,35,1609
115,03,253,石門,14低壓需量電力,13,1340,227349
115,03,253,石門,15低壓電力小計,**,1375,228958
115,03,253,石門,16高壓電力,*,1070,298680
115,03,253,石門,17高壓電動車,*,0,0
115,03,253,石門,18特高壓電力,*,0,0
115,03,253,石門,19高＆特高壓電力小計,*,1070,298680
115,03,253,石門,20電力小計,**,2445,527638
115,03,253,石門,21綜合＆電力小計,**,3900,684696
115,03,253,石門,22電燈＆綜合＆電力小計,**,4506,1040007
115,03,253,石門,23臨時電燈,*,0,0
115,03,253,石門,24臨時電力,*,0,0
115,03,253,石門,25臨時用電小計,*,0,0
115,03,253,石門,26總計（含臨時用電）,**,4506,1040007
115,03,253,石門,27表燈合計,**,606,355311
115,03,253,石門,28綜合＆電力合計,**,3900,684696
115,03,260,宜蘭,1表燈非營業用,66722,580,16589755
115,03,260,宜蘭,2表燈營業用,5589,7532,6242106
115,03,260,宜蘭,3表燈小計,**,8112,22831861
115,03,260,宜蘭,4低壓綜合裝置非營業用,*,0,0
115,03,260,宜蘭,5低壓綜合需量非營業用,166,6870,842536
115,03,260,宜蘭,6低壓電動車非營業用,*,183,80
115,03,260,宜蘭,7低壓綜合非營業用電小計,**,7053,842616
115,03,260,宜蘭,8低壓綜合裝置營業用,*,0,0
115,03,260,宜蘭,9低壓綜合需量營業用,196,11682,2334393
115,03,260,宜蘭,10低壓電動車營業用,10,2728,141880
115,03,260,宜蘭,11低壓綜合營業用電小計,**,14410,2476273
115,03,260,宜蘭,12低壓綜合用電小計,**,21463,3318889
115,03,260,宜蘭,13低壓裝置電力,93,832,86221
115,03,260,宜蘭,14低壓需量電力,142,7389,1263290
115,03,260,宜蘭,15低壓電力小計,**,8221,1349511
115,03,260,宜蘭,16高壓電力,67,34881,9690149
115,03,260,宜蘭,17高壓電動車,*,700,2700
115,03,260,宜蘭,18特高壓電力,*,0,0
115,03,260,宜蘭,19高＆特高壓電力小計,**,35581,9692849
115,03,260,宜蘭,20電力小計,**,43802,11042360
115,03,260,宜蘭,21綜合＆電力小計,**,65265,14361249
115,03,260,宜蘭,22電燈＆綜合＆電力小計,**,73377,37193110
115,03,260,宜蘭,23臨時電燈,127,0,8501
115,03,260,宜蘭,24臨時電力,23,982,115433
115,03,260,宜蘭,25臨時用電小計,**,982,123934
115,03,260,宜蘭,26總計（含臨時用電）,**,73377,37317044
115,03,260,宜蘭,27表燈合計,**,8112,22840362
115,03,260,宜蘭,28綜合＆電力合計,**,65265,14476682
115,03,261,頭城,1表燈非營業用,19968,166,4928150
115,03,261,頭城,2表燈營業用,1136,1515,1338318
115,03,261,頭城,3表燈小計,**,1681,6266468
115,03,261,頭城,4低壓綜合裝置非營業用,*,0,0
115,03,261,頭城,5低壓綜合需量非營業用,41,2298,368388
115,03,261,頭城,6低壓電動車非營業用,*,250,25120
115,03,261,頭城,7低壓綜合非營業用電小計,**,2548,393508
115,03,261,頭城,8低壓綜合裝置營業用,*,0,0
115,03,261,頭城,9低壓綜合需量營業用,43,1939,390383
115,03,261,頭城,10低壓電動車營業用,*,171,1840
115,03,261,頭城,11低壓綜合營業用電小計,**,2110,392223
115,03,261,頭城,12低壓綜合用電小計,**,4658,785731
115,03,261,頭城,13低壓裝置電力,258,2086,677627
115,03,261,頭城,14低壓需量電力,121,3680,584576
115,03,261,頭城,15低壓電力小計,**,5766,1262203
115,03,261,頭城,16高壓電力,27,14578,4348949
115,03,261,頭城,17高壓電動車,*,0,0
115,03,261,頭城,18特高壓電力,*,0,0
115,03,261,頭城,19高＆特高壓電力小計,**,14578,4348949
115,03,261,頭城,20電力小計,**,20344,5611152
115,03,261,頭城,21綜合＆電力小計,**,25002,6396883
115,03,261,頭城,22電燈＆綜合＆電力小計,**,26683,12663351
115,03,261,頭城,23臨時電燈,31,0,6584
115,03,261,頭城,24臨時電力,*,248,42929
115,03,261,頭城,25臨時用電小計,**,248,49513
115,03,261,頭城,26總計（含臨時用電）,**,26683,12712864
115,03,261,頭城,27表燈合計,**,1681,6273052
115,03,261,頭城,28綜合＆電力合計,**,25002,6439812
115,03,262,礁溪,1表燈非營業用,35118,309,4200521
115,03,262,礁溪,2表燈營業用,1937,4255,2875456
115,03,262,礁溪,3表燈小計,**,4564,7075977
115,03,262,礁溪,4低壓綜合裝置非營業用,*,0,0
115,03,262,礁溪,5低壓綜合需量非營業用,118,5087,833992
115,03,262,礁溪,6低壓電動車非營業用,*,7,255
115,03,262,礁溪,7低壓綜合非營業用電小計,**,5094,834247
115,03,262,礁溪,8低壓綜合裝置營業用,*,22,2951
115,03,262,礁溪,9低壓綜合需量營業用,97,6706,1792791
115,03,262,礁溪,10低壓電動車營業用,*,435,6560
115,03,262,礁溪,11低壓綜合營業用電小計,**,7163,1802302
115,03,262,礁溪,12低壓綜合用電小計,**,12257,2636549
115,03,262,礁溪,13低壓裝置電力,292,2140,489323
115,03,262,礁溪,14低壓需量電力,229,5283,811458
115,03,262,礁溪,15低壓電力小計,**,7423,1300781
115,03,262,礁溪,16高壓電力,35,16566,5164619
115,03,262,礁溪,17高壓電動車,*,720,35460
115,03,262,礁溪,18特高壓電力,*,14700,3137400
115,03,262,礁溪,19高＆特高壓電力小計,**,31986,8337479
115,03,262,礁溪,20電力小計,**,39409,9638260
115,03,262,礁溪,21綜合＆電力小計,**,51666,12274809
115,03,262,礁溪,22電燈＆綜合＆電力小計,**,56230,19350786
115,03,262,礁溪,23臨時電燈,149,0,10639
115,03,262,礁溪,24臨時電力,*,1009,42720
115,03,262,礁溪,25臨時用電小計,**,1009,53359
115,03,262,礁溪,26總計（含臨時用電）,**,56230,19404145
115,03,262,礁溪,27表燈合計,**,4564,7086616
115,03,262,礁溪,28綜合＆電力合計,**,51666,12317529
115,03,263,壯圍,1表燈非營業用,16874,250,4605163
115,03,263,壯圍,2表燈營業用,576,1195,772473
115,03,263,壯圍,3表燈小計,**,1445,5377636
115,03,263,壯圍,4低壓綜合裝置非營業用,*,0,0
115,03,263,壯圍,5低壓綜合需量非營業用,27,1089,103637
115,03,263,壯圍,6低壓電動車非營業用,*,0,0
115,03,263,壯圍,7低壓綜合非營業用電小計,**,1089,103637
115,03,263,壯圍,8低壓綜合裝置營業用,*,0,0
115,03,263,壯圍,9低壓綜合需量營業用,8,291,92245
115,03,263,壯圍,10低壓電動車營業用,*,0,0
115,03,263,壯圍,11低壓綜合營業用電小計,**,291,92245
115,03,263,壯圍,12低壓綜合用電小計,**,1380,195882
115,03,263,壯圍,13低壓裝置電力,284,2235,571831
115,03,263,壯圍,14低壓需量電力,91,1683,309666
115,03,263,壯圍,15低壓電力小計,**,3918,881497
115,03,263,壯圍,16高壓電力,6,2440,834420
115,03,263,壯圍,17高壓電動車,*,0,0
115,03,263,壯圍,18特高壓電力,*,0,0
115,03,263,壯圍,19高＆特高壓電力小計,**,2440,834420
115,03,263,壯圍,20電力小計,**,6358,1715917
115,03,263,壯圍,21綜合＆電力小計,**,7738,1911799
115,03,263,壯圍,22電燈＆綜合＆電力小計,**,9183,7289435
115,03,263,壯圍,23臨時電燈,127,0,10754
115,03,263,壯圍,24臨時電力,*,25,1000
115,03,263,壯圍,25臨時用電小計,**,25,11754
115,03,263,壯圍,26總計（含臨時用電）,**,9183,7301189
115,03,263,壯圍,27表燈合計,**,1445,5388390
115,03,263,壯圍,28綜合＆電力合計,**,7738,1912799
115,03,264,員山,1表燈非營業用,24106,332,6228788
115,03,264,員山,2表燈營業用,848,1231,1136199
115,03,264,員山,3表燈小計,**,1563,7364987
115,03,264,員山,4低壓綜合裝置非營業用,*,0,0
115,03,264,員山,5低壓綜合需量非營業用,28,1381,131672
115,03,264,員山,6低壓電動車非營業用,*,0,0
115,03,264,員山,7低壓綜合非營業用電小計,**,1381,131672
115,03,264,員山,8低壓綜合裝置營業用,*,0,0
115,03,264,員山,9低壓綜合需量營業用,21,721,151344
115,03,264,員山,10低壓電動車營業用,*,240,2800
115,03,264,員山,11低壓綜合營業用電小計,**,961,154144
115,03,264,員山,12低壓綜合用電小計,**,2342,285816
115,03,264,員山,13低壓裝置電力,83,949,194807
115,03,264,員山,14低壓需量電力,168,4143,566181
115,03,264,員山,15低壓電力小計,**,5092,760988
115,03,264,員山,16高壓電力,24,20423,5181864
115,03,264,員山,17高壓電動車,*,0,0
115,03,264,員山,18特高壓電力,*,0,0
115,03,264,員山,19高＆特高壓電力小計,**,20423,5181864
115,03,264,員山,20電力小計,**,25515,5942852
115,03,264,員山,21綜合＆電力小計,**,27857,6228668
115,03,264,員山,22電燈＆綜合＆電力小計,**,29420,13593655
115,03,264,員山,23臨時電燈,152,0,9515
115,03,264,員山,24臨時電力,*,111,3456
115,03,264,員山,25臨時用電小計,**,111,12971
115,03,264,員山,26總計（含臨時用電）,**,29420,13606626
115,03,264,員山,27表燈合計,**,1563,7374502
