年度,月份,郵遞區號,行政區,項目,用戶數(戶),契約容量(kW),售電度數(度)
114,08,710,永康,23臨時電燈,156,0,51750
114,08,710,永康,24臨時電力,63,3765,491818
114,08,710,永康,25臨時用電小計,**,3765,543568
114,08,710,永康,26總計（含臨時用電）,**,464788,211540727
114,08,710,永康,27表燈合計,**,21727,82982433
114,08,710,永康,28綜合＆電力合計,**,443061,128558294
114,08,711,歸仁,1表燈非營業用,49272,407,13504443
114,08,711,歸仁,2表燈營業用,2910,3900,3725984
114,08,711,歸仁,3表燈小計,**,4307,17230427
114,08,711,歸仁,4低壓綜合裝置非營業用,*,0,0
114,08,711,歸仁,5低壓綜合需量非營業用,68,4633,597508
114,08,711,歸仁,6低壓電動車非營業用,*,0,0
114,08,711,歸仁,7低壓綜合非營業用電小計,**,4633,597508
114,08,711,歸仁,8低壓綜合裝置營業用,*,0,0
114,08,711,歸仁,9低壓綜合需量營業用,196,10553,2165164
114,08,711,歸仁,10低壓電動車營業用,*,361,16320
114,08,711,歸仁,11低壓綜合營業用電小計,**,10914,2181484
114,08,711,歸仁,12低壓綜合用電小計,**,15547,2778992
114,08,711,歸仁,13低壓裝置電力,189,876,52730
114,08,711,歸仁,14低壓需量電力,390,17085,2881496
114,08,711,歸仁,15低壓電力小計,**,17961,2934226
114,08,711,歸仁,16高壓電力,101,63709,18608166
114,08,711,歸仁,17高壓電動車,*,0,0
114,08,711,歸仁,18特高壓電力,*,0,0
114,08,711,歸仁,19高＆特高壓電力小計,**,63709,18608166
114,08,711,歸仁,20電力小計,**,81670,21542392
114,08,711,歸仁,21綜合＆電力小計,**,97217,24321384
114,08,711,歸仁,22電燈＆綜合＆電力小計,**,101524,41551811
114,08,711,歸仁,23臨時電燈,65,0,12677
114,08,711,歸仁,24臨時電力,26,1822,312600
114,08,711,歸仁,25臨時用電小計,**,1822,325277
114,08,711,歸仁,26總計（含臨時用電）,**,101524,41877088
114,08,711,歸仁,27表燈合計,**,4307,17243104
114,08,711,歸仁,28綜合＆電力合計,**,97217,24633984
114,08,712,新化,1表燈非營業用,27965,539,9863757
114,08,712,新化,2表燈營業用,1702,2310,2699865
114,08,712,新化,3表燈小計,**,2849,12563622
114,08,712,新化,4低壓綜合裝置非營業用,*,0,0
114,08,712,新化,5低壓綜合需量非營業用,61,2556,339847
114,08,712,新化,6低壓電動車非營業用,*,0,0
114,08,712,新化,7低壓綜合非營業用電小計,**,2556,339847
114,08,712,新化,8低壓綜合裝置營業用,*,0,0
114,08,712,新化,9低壓綜合需量營業用,103,5391,1114774
114,08,712,新化,10低壓電動車營業用,*,22,40
114,08,712,新化,11低壓綜合營業用電小計,**,5413,1114814
114,08,712,新化,12低壓綜合用電小計,**,7969,1454661
114,08,712,新化,13低壓裝置電力,43,268,21656
114,08,712,新化,14低壓需量電力,133,6242,1360769
114,08,712,新化,15低壓電力小計,**,6510,1382425
114,08,712,新化,16高壓電力,58,22549,6696156
114,08,712,新化,17高壓電動車,*,0,0
114,08,712,新化,18特高壓電力,*,0,0
114,08,712,新化,19高＆特高壓電力小計,**,22549,6696156
114,08,712,新化,20電力小計,**,29059,8078581
114,08,712,新化,21綜合＆電力小計,**,37028,9533242
114,08,712,新化,22電燈＆綜合＆電力小計,**,39877,22096864
114,08,712,新化,23臨時電燈,33,0,2959
114,08,712,新化,24臨時電力,12,441,51400
114,08,712,新化,25臨時用電小計,**,441,54359
114,08,712,新化,26總計（含臨時用電）,**,39877,22151223
114,08,712,新化,27表燈合計,**,2849,12566581
114,08,712,新化,28綜合＆電力合計,**,37028,9584642
114,08,713,左鎮,1表燈非營業用,3176,0,739324
114,08,713,左鎮,2表燈營業用,115,104,183488
114,08,713,左鎮,3表燈小計,**,104,922812
114,08,713,左鎮,4低壓綜合裝置非營業用,*,0,0
114,08,713,左鎮,5低壓綜合需量非營業用,12,729,99049
114,08,713,左鎮,6低壓電動車非營業用,*,0,0
114,08,713,左鎮,7低壓綜合非營業用電小計,**,729,99049
114,08,713,左鎮,8低壓綜合裝置營業用,*,0,0
114,08,713,左鎮,9低壓綜合需量營業用,*,50,10435
114,08,713,左鎮,10低壓電動車營業用,*,0,0
114,08,713,左鎮,11低壓綜合營業用電小計,*,50,10435
114,08,713,左鎮,12低壓綜合用電小計,**,779,109484
114,08,713,左鎮,13低壓裝置電力,*,34,948
114,08,713,左鎮,14低壓需量電力,9,135,12118
114,08,713,左鎮,15低壓電力小計,**,169,13066
114,08,713,左鎮,16高壓電力,*,600,59640
114,08,713,左鎮,17高壓電動車,*,0,0
114,08,713,左鎮,18特高壓電力,*,0,0
114,08,713,左鎮,19高＆特高壓電力小計,*,600,59640
114,08,713,左鎮,20電力小計,**,769,72706
114,08,713,左鎮,21綜合＆電力小計,**,1548,182190
114,08,713,左鎮,22電燈＆綜合＆電力小計,**,1652,1105002
114,08,713,左鎮,23臨時電燈,*,0,0
114,08,713,左鎮,24臨時電力,*,0,0
114,08,713,左鎮,25臨時用電小計,*,0,0
114,08,713,左鎮,26總計（含臨時用電）,**,1652,1105002
114,08,713,左鎮,27表燈合計,**,104,922812
114,08,713,左鎮,28綜合＆電力合計,**,1548,182190
114,08,714,玉井,1表燈非營業用,11575,115,3194828
114,08,714,玉井,2表燈營業用,556,412,712473
114,08,714,玉井,3表燈小計,**,527,3907301
114,08,714,玉井,4低壓綜合裝置非營業用,*,0,0
114,08,714,玉井,5低壓綜合需量非營業用,7,470,43760
114,08,714,玉井,6低壓電動車非營業用,*,0,0
114,08,714,玉井,7低壓綜合非營業用電小計,**,470,43760
114,08,714,玉井,8低壓綜合裝置營業用,*,0,0
114,08,714,玉井,9低壓綜合需量營業用,24,972,305107
114,08,714,玉井,10低壓電動車營業用,*,60,3840
114,08,714,玉井,11低壓綜合營業用電小計,**,1032,308947
114,08,714,玉井,12低壓綜合用電小計,**,1502,352707
114,08,714,玉井,13低壓裝置電力,40,200,10446
114,08,714,玉井,14低壓需量電力,40,1603,485472
114,08,714,玉井,15低壓電力小計,**,1803,495918
114,08,714,玉井,16高壓電力,*,720,61467
114,08,714,玉井,17高壓電動車,*,0,0
114,08,714,玉井,18特高壓電力,*,0,0
114,08,714,玉井,19高＆特高壓電力小計,*,720,61467
114,08,714,玉井,20電力小計,**,2523,557385
114,08,714,玉井,21綜合＆電力小計,**,4025,910092
114,08,714,玉井,22電燈＆綜合＆電力小計,**,4552,4817393
114,08,714,玉井,23臨時電燈,21,0,2768
114,08,714,玉井,24臨時電力,*,0,0
114,08,714,玉井,25臨時用電小計,**,0,2768
114,08,714,玉井,26總計（含臨時用電）,**,4552,4820161
114,08,714,玉井,27表燈合計,**,527,3910069
114,08,714,玉井,28綜合＆電力合計,**,4025,910092
114,08,715,楠西,1表燈非營業用,9048,1,895117
114,08,715,楠西,2表燈營業用,257,286,267450
114,08,715,楠西,3表燈小計,**,287,1162567
114,08,715,楠西,4低壓綜合裝置非營業用,*,0,0
114,08,715,楠西,5低壓綜合需量非營業用,10,617,86696
114,08,715,楠西,6低壓電動車非營業用,*,0,0
114,08,715,楠西,7低壓綜合非營業用電小計,**,617,86696
114,08,715,楠西,8低壓綜合裝置營業用,*,0,0
114,08,715,楠西,9低壓綜合需量營業用,6,328,61968
114,08,715,楠西,10低壓電動車營業用,*,0,0
114,08,715,楠西,11低壓綜合營業用電小計,**,328,61968
114,08,715,楠西,12低壓綜合用電小計,**,945,148664
114,08,715,楠西,13低壓裝置電力,20,67,14932
114,08,715,楠西,14低壓需量電力,28,780,174618
114,08,715,楠西,15低壓電力小計,**,847,189550
114,08,715,楠西,16高壓電力,7,1516,557020
114,08,715,楠西,17高壓電動車,*,0,0
114,08,715,楠西,18特高壓電力,*,0,0
114,08,715,楠西,19高＆特高壓電力小計,**,1516,557020
114,08,715,楠西,20電力小計,**,2363,746570
114,08,715,楠西,21綜合＆電力小計,**,3308,895234
114,08,715,楠西,22電燈＆綜合＆電力小計,**,3595,2057801
114,08,715,楠西,23臨時電燈,6,0,206
114,08,715,楠西,24臨時電力,6,255,37266
114,08,715,楠西,25臨時用電小計,**,255,37472
114,08,715,楠西,26總計（含臨時用電）,**,3595,2095273
114,08,715,楠西,27表燈合計,**,287,1162773
114,08,715,楠西,28綜合＆電力合計,**,3308,932500
114,08,716,南化,1表燈非營業用,6152,37,1930990
114,08,716,南化,2表燈營業用,160,171,270870
114,08,716,南化,3表燈小計,**,208,2201860
114,08,716,南化,4低壓綜合裝置非營業用,*,0,0
114,08,716,南化,5低壓綜合需量非營業用,8,287,10120
114,08,716,南化,6低壓電動車非營業用,*,0,0
114,08,716,南化,7低壓綜合非營業用電小計,**,287,10120
114,08,716,南化,8低壓綜合裝置營業用,*,0,0
114,08,716,南化,9低壓綜合需量營業用,*,44,24377
114,08,716,南化,10低壓電動車營業用,*,0,0
114,08,716,南化,11低壓綜合營業用電小計,*,44,24377
114,08,716,南化,12低壓綜合用電小計,**,331,34497
114,08,716,南化,13低壓裝置電力,21,86,7791
114,08,716,南化,14低壓需量電力,31,508,81108
114,08,716,南化,15低壓電力小計,**,594,88899
114,08,716,南化,16高壓電力,8,1950,323020
114,08,716,南化,17高壓電動車,*,0,0
114,08,716,南化,18特高壓電力,*,0,0
114,08,716,南化,19高＆特高壓電力小計,**,1950,323020
114,08,716,南化,20電力小計,**,2544,411919
114,08,716,南化,21綜合＆電力小計,**,2875,446416
114,08,716,南化,22電燈＆綜合＆電力小計,**,3083,2648276
114,08,716,南化,23臨時電燈,*,0,0
114,08,716,南化,24臨時電力,*,130,10160
114,08,716,南化,25臨時用電小計,*,130,10160
114,08,716,南化,26總計（含臨時用電）,**,3083,2658436
114,08,716,南化,27表燈合計,**,208,2201860
114,08,716,南化,28綜合＆電力合計,**,2875,456576
114,08,717,仁德,1表燈非營業用,53932,833,15863664
114,08,717,仁德,2表燈營業用,3975,6843,6001942
114,08,717,仁德,3表燈小計,**,7676,21865606
114,08,717,仁德,4低壓綜合裝置非營業用,*,0,0
114,08,717,仁德,5低壓綜合需量非營業用,88,3889,548921
114,08,717,仁德,6低壓電動車非營業用,*,207,14360
114,08,717,仁德,7低壓綜合非營業用電小計,**,4096,563281
114,08,717,仁德,8低壓綜合裝置營業用,*,0,0
114,08,717,仁德,9低壓綜合需量營業用,277,14898,3222089
114,08,717,仁德,10低壓電動車營業用,*,762,54360
114,08,717,仁德,11低壓綜合營業用電小計,**,15660,3276449
114,08,717,仁德,12低壓綜合用電小計,**,19756,3839730
114,08,717,仁德,13低壓裝置電力,266,1506,188876
114,08,717,仁德,14低壓需量電力,1212,53631,8444640
114,08,717,仁德,15低壓電力小計,**,55137,8633516
114,08,717,仁德,16高壓電力,344,173440,45142202
114,08,717,仁德,17高壓電動車,*,400,61465
114,08,717,仁德,18特高壓電力,*,41245,9522534
114,08,717,仁德,19高＆特高壓電力小計,**,215085,54726201
114,08,717,仁德,20電力小計,**,270222,63359717
114,08,717,仁德,21綜合＆電力小計,**,289978,67199447
114,08,717,仁德,22電燈＆綜合＆電力小計,**,297654,89065053
114,08,717,仁德,23臨時電燈,56,0,9892
114,08,717,仁德,24臨時電力,30,2201,447140
114,08,717,仁德,25臨時用電小計,**,2201,457032
114,08,717,仁德,26總計（含臨時用電）,**,297654,89522085
114,08,717,仁德,27表燈合計,**,7676,21875498
114,08,717,仁德,28綜合＆電力合計,**,289978,67646587
114,08,718,關廟,1表燈非營業用,24000,32,7077346
114,08,718,關廟,2表燈營業用,1326,1715,2392757
114,08,718,關廟,3表燈小計,**,1747,9470103
114,08,718,關廟,4低壓綜合裝置非營業用,*,0,0
114,08,718,關廟,5低壓綜合需量非營業用,22,1313,114999
114,08,718,關廟,6低壓電動車非營業用,*,0,0
114,08,718,關廟,7低壓綜合非營業用電小計,**,1313,114999
114,08,718,關廟,8低壓綜合裝置營業用,*,0,0
114,08,718,關廟,9低壓綜合需量營業用,79,4215,959097
114,08,718,關廟,10低壓電動車營業用,*,18,80
114,08,718,關廟,11低壓綜合營業用電小計,**,4233,959177
114,08,718,關廟,12低壓綜合用電小計,**,5546,1074176
114,08,718,關廟,13低壓裝置電力,70,537,78614
114,08,718,關廟,14低壓需量電力,163,7573,1377818
114,08,718,關廟,15低壓電力小計,**,8110,1456432
114,08,718,關廟,16高壓電力,79,39685,11047776
114,08,718,關廟,17高壓電動車,*,1080,30800
114,08,718,關廟,18特高壓電力,*,7800,2688000
114,08,718,關廟,19高＆特高壓電力小計,**,48565,13766576
114,08,718,關廟,20電力小計,**,56675,15223008
114,08,718,關廟,21綜合＆電力小計,**,62221,16297184
114,08,718,關廟,22電燈＆綜合＆電力小計,**,63968,25767287
114,08,718,關廟,23臨時電燈,37,0,6558
114,08,718,關廟,24臨時電力,*,237,28400
114,08,718,關廟,25臨時用電小計,**,237,34958
114,08,718,關廟,26總計（含臨時用電）,**,63968,25802245
114,08,718,關廟,27表燈合計,**,1747,9476661
114,08,718,關廟,28綜合＆電力合計,**,62221,16325584
114,08,719,龍崎,1表燈非營業用,2352,0,460026
114,08,719,龍崎,2表燈營業用,72,132,113152
114,08,719,龍崎,3表燈小計,**,132,573178
114,08,719,龍崎,4低壓綜合裝置非營業用,*,0,0
114,08,719,龍崎,5低壓綜合需量非營業用,*,163,23033
114,08,719,龍崎,6低壓電動車非營業用,*,0,0
114,08,719,龍崎,7低壓綜合非營業用電小計,*,163,23033
114,08,719,龍崎,8低壓綜合裝置營業用,*,0,0
114,08,719,龍崎,9低壓綜合需量營業用,*,94,31360
114,08,719,龍崎,10低壓電動車營業用,*,0,0
114,08,719,龍崎,11低壓綜合營業用電小計,*,94,31360
114,08,719,龍崎,12低壓綜合用電小計,**,257,54393
114,08,719,龍崎,13低壓裝置電力,6,50,8400
114,08,719,龍崎,14低壓需量電力,16,188,45487
114,08,719,龍崎,15低壓電力小計,**,238,53887
114,08,719,龍崎,16高壓電力,6,1875,445240
114,08,719,龍崎,17高壓電動車,*,1080,27800
114,08,719,龍崎,18特高壓電力,*,0,0
114,08,719,龍崎,19高＆特高壓電力小計,**,2955,473040
114,08,719,龍崎,20電力小計,**,3193,526927
114,08,719,龍崎,21綜合＆電力小計,**,3450,581320
114,08,719,龍崎,22電燈＆綜合＆電力小計,**,3582,1154498
114,08,719,龍崎,23臨時電燈,*,0,88
114,08,719,龍崎,24臨時電力,*,0,0
114,08,719,龍崎,25臨時用電小計,*,0,88
114,08,719,龍崎,26總計（含臨時用電）,**,3582,1154586
114,08,719,龍崎,27表燈合計,**,132,573266
114,08,719,龍崎,28綜合＆電力合計,**,3450,581320
114,08,720,官田,1表燈非營業用,17227,60,4866356
114,08,720,官田,2表燈營業用,632,691,839815
114,08,720,官田,3表燈小計,**,751,5706171
114,08,720,官田,4低壓綜合裝置非營業用,*,0,0
114,08,720,官田,5低壓綜合需量非營業用,22,1207,129087
114,08,720,官田,6低壓電動車非營業用,*,200,0
114,08,720,官田,7低壓綜合非營業用電小計,**,1407,129087
114,08,720,官田,8低壓綜合裝置營業用,*,0,0
114,08,720,官田,9低壓綜合需量營業用,25,1035,262404
114,08,720,官田,10低壓電動車營業用,*,0,0
114,08,720,官田,11低壓綜合營業用電小計,**,1035,262404
114,08,720,官田,12低壓綜合用電小計,**,2442,391491
114,08,720,官田,13低壓裝置電力,149,1306,259624
114,08,720,官田,14低壓需量電力,215,9134,1749196
114,08,720,官田,15低壓電力小計,**,10440,2008820
114,08,720,官田,16高壓電力,130,72881,21350372
114,08,720,官田,17高壓電動車,*,0,0
114,08,720,官田,18特高壓電力,7,101200,22137422
114,08,720,官田,19高＆特高壓電力小計,**,174081,43487794
114,08,720,官田,20電力小計,**,184521,45496614
114,08,720,官田,21綜合＆電力小計,**,186963,45888105
114,08,720,官田,22電燈＆綜合＆電力小計,**,187714,51594276
114,08,720,官田,23臨時電燈,33,0,30852
114,08,720,官田,24臨時電力,*,0,0
114,08,720,官田,25臨時用電小計,**,0,30852
114,08,720,官田,26總計（含臨時用電）,**,187714,51625128
114,08,720,官田,27表燈合計,**,751,5737023
114,08,720,官田,28綜合＆電力合計,**,186963,45888105
114,08,721,麻豆,1表燈非營業用,35797,417,9284007
114,08,721,麻豆,2表燈營業用,1690,2609,2751022
114,08,721,麻豆,3表燈小計,**,3026,12035029
114,08,721,麻豆,4低壓綜合裝置非營業用,*,0,0
114,08,721,麻豆,5低壓綜合需量非營業用,48,2249,235190
114,08,721,麻豆,6低壓電動車非營業用,*,180,0
114,08,721,麻豆,7低壓綜合非營業用電小計,**,2429,235190
114,08,721,麻豆,8低壓綜合裝置營業用,*,0,0
114,08,721,麻豆,9低壓綜合需量營業用,78,2831,645728
114,08,721,麻豆,10低壓電動車營業用,*,0,0
114,08,721,麻豆,11低壓綜合營業用電小計,**,2831,645728
114,08,721,麻豆,12低壓綜合用電小計,**,5260,880918
114,08,721,麻豆,13低壓裝置電力,314,2918,632455
114,08,721,麻豆,14低壓需量電力,241,7206,1373333
114,08,721,麻豆,15低壓電力小計,**,10124,2005788
114,08,721,麻豆,16高壓電力,64,42055,15242623
114,08,721,麻豆,17高壓電動車,*,0,0
114,08,721,麻豆,18特高壓電力,*,12700,3290638
114,08,721,麻豆,19高＆特高壓電力小計,**,54755,18533261
114,08,721,麻豆,20電力小計,**,64879,20539049
114,08,721,麻豆,21綜合＆電力小計,**,70139,21419967
114,08,721,麻豆,22電燈＆綜合＆電力小計,**,73165,33454996
114,08,721,麻豆,23臨時電燈,48,0,19599
114,08,721,麻豆,24臨時電力,9,438,23189
114,08,721,麻豆,25臨時用電小計,**,438,42788
114,08,721,麻豆,26總計（含臨時用電）,**,73165,33497784
114,08,721,麻豆,27表燈合計,**,3026,12054628
114,08,721,麻豆,28綜合＆電力合計,**,70139,21443156
114,08,722,佳里,1表燈非營業用,44308,189,11820728
114,08,722,佳里,2表燈營業用,2268,2820,2729683
114,08,722,佳里,3表燈小計,**,3009,14550411
114,08,722,佳里,4低壓綜合裝置非營業用,*,0,0
114,08,722,佳里,5低壓綜合需量非營業用,44,2128,188750
114,08,722,佳里,6低壓電動車非營業用,*,0,0
114,08,722,佳里,7低壓綜合非營業用電小計,**,2128,188750
114,08,722,佳里,8低壓綜合裝置營業用,*,0,0
114,08,722,佳里,9低壓綜合需量營業用,152,5919,1466453
114,08,722,佳里,10低壓電動車營業用,*,0,0
114,08,722,佳里,11低壓綜合營業用電小計,**,5919,1466453
114,08,722,佳里,12低壓綜合用電小計,**,8047,1655203
114,08,722,佳里,13低壓裝置電力,92,857,111057
114,08,722,佳里,14低壓需量電力,204,10463,1913500
114,08,722,佳里,15低壓電力小計,**,11320,2024557
114,08,722,佳里,16高壓電力,66,40896,11589023
114,08,722,佳里,17高壓電動車,*,0,0
114,08,722,佳里,18特高壓電力,*,0,0
114,08,722,佳里,19高＆特高壓電力小計,**,40896,11589023
114,08,722,佳里,20電力小計,**,52216,13613580
114,08,722,佳里,21綜合＆電力小計,**,60263,15268783
114,08,722,佳里,22電燈＆綜合＆電力小計,**,63272,29819194
114,08,722,佳里,23臨時電燈,83,0,24440
114,08,722,佳里,24臨時電力,*,186,27080
114,08,722,佳里,25臨時用電小計,**,186,51520
114,08,722,佳里,26總計（含臨時用電）,**,63272,29870714
114,08,722,佳里,27表燈合計,**,3009,14574851
114,08,722,佳里,28綜合＆電力合計,**,60263,15295863
114,08,723,西港,1表燈非營業用,19072,137,5302059
114,08,723,西港,2表燈營業用,888,1138,1318489
114,08,723,西港,3表燈小計,**,1275,6620548
114,08,723,西港,4低壓綜合裝置非營業用,*,0,0
114,08,723,西港,5低壓綜合需量非營業用,14,680,73075
114,08,723,西港,6低壓電動車非營業用,*,0,0
114,08,723,西港,7低壓綜合非營業用電小計,**,680,73075
114,08,723,西港,8低壓綜合裝置營業用,*,0,0
114,08,723,西港,9低壓綜合需量營業用,54,2734,432977
114,08,723,西港,10低壓電動車營業用,*,0,0
114,08,723,西港,11低壓綜合營業用電小計,**,2734,432977
114,08,723,西港,12低壓綜合用電小計,**,3414,506052
114,08,723,西港,13低壓裝置電力,48,432,63619
114,08,723,西港,14低壓需量電力,167,6940,1099520
114,08,723,西港,15低壓電力小計,**,7372,1163139
114,08,723,西港,16高壓電力,37,17396,4250347
114,08,723,西港,17高壓電動車,*,0,0
114,08,723,西港,18特高壓電力,*,0,0
114,08,723,西港,19高＆特高壓電力小計,**,17396,4250347
114,08,723,西港,20電力小計,**,24768,5413486
114,08,723,西港,21綜合＆電力小計,**,28182,5919538
114,08,723,西港,22電燈＆綜合＆電力小計,**,29457,12540086
114,08,723,西港,23臨時電燈,45,0,3246
114,08,723,西港,24臨時電力,*,10,0
114,08,723,西港,25臨時用電小計,**,10,3246
114,08,723,西港,26總計（含臨時用電）,**,29457,12543332
114,08,723,西港,27表燈合計,**,1275,6623794
114,08,723,西港,28綜合＆電力合計,**,28182,5919538
114,08,724,七股,1表燈非營業用,11277,0,4122801
114,08,724,七股,2表燈營業用,403,332,603228
114,08,724,七股,3表燈小計,**,332,4726029
114,08,724,七股,4低壓綜合裝置非營業用,*,0,0
114,08,724,七股,5低壓綜合需量非營業用,22,875,84663
114,08,724,七股,6低壓電動車非營業用,*,35,40
114,08,724,七股,7低壓綜合非營業用電小計,**,910,84703
114,08,724,七股,8低壓綜合裝置營業用,*,0,0
114,08,724,七股,9低壓綜合需量營業用,45,1999,377552
114,08,724,七股,10低壓電動車營業用,*,0,0
114,08,724,七股,11低壓綜合營業用電小計,**,1999,377552
114,08,724,七股,12低壓綜合用電小計,**,2909,462255
114,08,724,七股,13低壓裝置電力,886,9573,1290689
114,08,724,七股,14低壓需量電力,559,10604,1514970
114,08,724,七股,15低壓電力小計,**,20177,2805659
114,08,724,七股,16高壓電力,23,13345,3337969
114,08,724,七股,17高壓電動車,*,0,0
114,08,724,七股,18特高壓電力,*,0,739200
114,08,724,七股,19高＆特高壓電力小計,**,13345,4077169
114,08,724,七股,20電力小計,**,33522,6882828
114,08,724,七股,21綜合＆電力小計,**,36431,7345083
114,08,724,七股,22電燈＆綜合＆電力小計,**,36763,12071112
114,08,724,七股,23臨時電燈,28,0,42627
114,08,724,七股,24臨時電力,10,896,66706
114,08,724,七股,25臨時用電小計,**,896,109333
114,08,724,七股,26總計（含臨時用電）,**,36763,12180445
114,08,724,七股,27表燈合計,**,332,4768656
114,08,724,七股,28綜合＆電力合計,**,36431,7411789
114,08,725,將軍,1表燈非營業用,12699,56,4005533
114,08,725,將軍,2表燈營業用,384,566,546614
114,08,725,將軍,3表燈小計,**,622,4552147
114,08,725,將軍,4低壓綜合裝置非營業用,*,0,0
114,08,725,將軍,5低壓綜合需量非營業用,10,448,17556
114,08,725,將軍,6低壓電動車非營業用,*,0,0
114,08,725,將軍,7低壓綜合非營業用電小計,**,448,17556
114,08,725,將軍,8低壓綜合裝置營業用,*,0,0
114,08,725,將軍,9低壓綜合需量營業用,30,1158,302212
114,08,725,將軍,10低壓電動車營業用,*,0,0
114,08,725,將軍,11低壓綜合營業用電小計,**,1158,302212
114,08,725,將軍,12低壓綜合用電小計,**,1606,319768
114,08,725,將軍,13低壓裝置電力,188,1634,280469
114,08,725,將軍,14低壓需量電力,146,4299,913893
114,08,725,將軍,15低壓電力小計,**,5933,1194362
114,08,725,將軍,16高壓電力,18,14317,2440907
114,08,725,將軍,17高壓電動車,*,0,0
114,08,725,將軍,18特高壓電力,*,0,0
114,08,725,將軍,19高＆特高壓電力小計,**,14317,2440907
114,08,725,將軍,20電力小計,**,20250,3635269
114,08,725,將軍,21綜合＆電力小計,**,21856,3955037
114,08,725,將軍,22電燈＆綜合＆電力小計,**,22478,8507184
114,08,725,將軍,23臨時電燈,15,0,916
114,08,725,將軍,24臨時電力,30,1838,55759
114,08,725,將軍,25臨時用電小計,**,1838,56675
114,08,725,將軍,26總計（含臨時用電）,**,22478,8563859
114,08,725,將軍,27表燈合計,**,622,4553063
114,08,725,將軍,28綜合＆電力合計,**,21856,4010796
114,08,726,學甲,1表燈非營業用,17689,236,4868093
114,08,726,學甲,2表燈營業用,842,756,971342
114,08,726,學甲,3表燈小計,**,992,5839435
114,08,726,學甲,4低壓綜合裝置非營業用,*,0,0
114,08,726,學甲,5低壓綜合需量非營業用,21,742,83038
114,08,726,學甲,6低壓電動車非營業用,*,0,0
114,08,726,學甲,7低壓綜合非營業用電小計,**,742,83038
114,08,726,學甲,8低壓綜合裝置營業用,*,0,0
114,08,726,學甲,9低壓綜合需量營業用,58,1722,451962
114,08,726,學甲,10低壓電動車營業用,*,0,0
114,08,726,學甲,11低壓綜合營業用電小計,**,1722,451962
114,08,726,學甲,12低壓綜合用電小計,**,2464,535000
114,08,726,學甲,13低壓裝置電力,717,6741,1930859
114,08,726,學甲,14低壓需量電力,387,9030,1868625
114,08,726,學甲,15低壓電力小計,**,15771,3799484
114,08,726,學甲,16高壓電力,39,18949,6935582
114,08,726,學甲,17高壓電動車,*,0,0
114,08,726,學甲,18特高壓電力,*,13500,5436800
114,08,726,學甲,19高＆特高壓電力小計,**,32449,12372382
114,08,726,學甲,20電力小計,**,48220,16171866
114,08,726,學甲,21綜合＆電力小計,**,50684,16706866
114,08,726,學甲,22電燈＆綜合＆電力小計,**,51676,22546301
114,08,726,學甲,23臨時電燈,33,0,1466
114,08,726,學甲,24臨時電力,11,336,25815
114,08,726,學甲,25臨時用電小計,**,336,27281
114,08,726,學甲,26總計（含臨時用電）,**,51676,22573582
114,08,726,學甲,27表燈合計,**,992,5840901
114,08,726,學甲,28綜合＆電力合計,**,50684,16732681
114,08,727,北門,1表燈非營業用,5465,12,1492880
114,08,727,北門,2表燈營業用,137,111,177438
114,08,727,北門,3表燈小計,**,123,1670318
114,08,727,北門,4低壓綜合裝置非營業用,*,0,0
114,08,727,北門,5低壓綜合需量非營業用,18,742,77615
114,08,727,北門,6低壓電動車非營業用,*,49,40
114,08,727,北門,7低壓綜合非營業用電小計,**,791,77655
114,08,727,北門,8低壓綜合裝置營業用,*,0,0
114,08,727,北門,9低壓綜合需量營業用,13,371,90407
114,08,727,北門,10低壓電動車營業用,*,0,0
114,08,727,北門,11低壓綜合營業用電小計,**,371,90407
114,08,727,北門,12低壓綜合用電小計,**,1162,168062
114,08,727,北門,13低壓裝置電力,1478,12169,1783197
114,08,727,北門,14低壓需量電力,313,3562,680186
114,08,727,北門,15低壓電力小計,**,15731,2463383
114,08,727,北門,16高壓電力,11,950,304110
114,08,727,北門,17高壓電動車,*,0,0
114,08,727,北門,18特高壓電力,*,0,109200
114,08,727,北門,19高＆特高壓電力小計,**,950,413310
114,08,727,北門,20電力小計,**,16681,2876693
114,08,727,北門,21綜合＆電力小計,**,17843,3044755
114,08,727,北門,22電燈＆綜合＆電力小計,**,17966,4715073
114,08,727,北門,23臨時電燈,7,0,42
114,08,727,北門,24臨時電力,*,0,0
114,08,727,北門,25臨時用電小計,**,0,42
114,08,727,北門,26總計（含臨時用電）,**,17966,4715115
114,08,727,北門,27表燈合計,**,123,1670360
114,08,727,北門,28綜合＆電力合計,**,17843,3044755
114,08,730,新營,1表燈非營業用,54691,964,19123125
114,08,730,新營,2表燈營業用,3401,4179,4880746
114,08,730,新營,3表燈小計,**,5143,24003871
114,08,730,新營,4低壓綜合裝置非營業用,*,0,0
114,08,730,新營,5低壓綜合需量非營業用,147,6388,908300
114,08,730,新營,6低壓電動車非營業用,*,814,27240
114,08,730,新營,7低壓綜合非營業用電小計,**,7202,935540
114,08,730,新營,8低壓綜合裝置營業用,*,0,0
114,08,730,新營,9低壓綜合需量營業用,218,9725,2522649
114,08,730,新營,10低壓電動車營業用,*,280,57280
114,08,730,新營,11低壓綜合營業用電小計,**,10005,2579929
114,08,730,新營,12低壓綜合用電小計,**,17207,3515469
114,08,730,新營,13低壓裝置電力,119,1140,275034
114,08,730,新營,14低壓需量電力,227,11038,2114551
