年度,月份,郵遞區號,行政區,項目,用戶數(戶),契約容量(kW),售電度數(度)
113,08,824,燕巢,12低壓綜合用電小計,**,5419 ,1092053 
113,08,824,燕巢,13低壓裝置電力,175 ,917 ,80107 
113,08,824,燕巢,14低壓需量電力,327 ,16411 ,3020923 
113,08,824,燕巢,15低壓電力小計,**,17328 ,3101030 
113,08,824,燕巢,16高壓電力,100 ,69632 ,20668659 
113,08,824,燕巢,17高壓電動車,*,0 ,0 
113,08,824,燕巢,18特高壓電力,*,48750 ,20622400 
113,08,824,燕巢,19高＆特高壓電力小計,**,118382 ,41291059 
113,08,824,燕巢,20電力小計,**,135710 ,44392089 
113,08,824,燕巢,21綜合＆電力小計,**,141129 ,45484142 
113,08,824,燕巢,22電燈＆綜合＆電力小計,**,143583 ,53197062 
113,08,824,燕巢,23臨時電燈,23 ,0 ,17457 
113,08,824,燕巢,24臨時電力,16 ,1139 ,152440 
113,08,824,燕巢,25臨時用電小計,**,1139 ,169897 
113,08,824,燕巢,26總計（含臨時用電）,**,143583 ,53366959 
113,08,824,燕巢,27表燈合計,**,2454 ,7730377 
113,08,824,燕巢,28綜合＆電力合計,**,141129 ,45636582 
113,08,825,橋頭,1表燈非營業用,30971 ,125 ,8106749 
113,08,825,橋頭,2表燈營業用,1565 ,1925 ,1808413 
113,08,825,橋頭,3表燈小計,**,2050 ,9915162 
113,08,825,橋頭,4低壓綜合裝置非營業用,*,0 ,0 
113,08,825,橋頭,5低壓綜合需量非營業用,77 ,4094 ,679461 
113,08,825,橋頭,6低壓電動車非營業用,*,0 ,0 
113,08,825,橋頭,7低壓綜合非營業用電小計,**,4094 ,679461 
113,08,825,橋頭,8低壓綜合裝置營業用,*,0 ,0 
113,08,825,橋頭,9低壓綜合需量營業用,61 ,3227 ,992326 
113,08,825,橋頭,10低壓電動車營業用,*,0 ,0 
113,08,825,橋頭,11低壓綜合營業用電小計,**,3227 ,992326 
113,08,825,橋頭,12低壓綜合用電小計,**,7321 ,1671787 
113,08,825,橋頭,13低壓裝置電力,173 ,1216 ,178704 
113,08,825,橋頭,14低壓需量電力,119 ,4285 ,793619 
113,08,825,橋頭,15低壓電力小計,**,5501 ,972323 
113,08,825,橋頭,16高壓電力,35 ,31741 ,9129480 
113,08,825,橋頭,17高壓電動車,*,0 ,0 
113,08,825,橋頭,18特高壓電力,*,41900 ,16160279 
113,08,825,橋頭,19高＆特高壓電力小計,**,73641 ,25289759 
113,08,825,橋頭,20電力小計,**,79142 ,26262082 
113,08,825,橋頭,21綜合＆電力小計,**,86463 ,27933869 
113,08,825,橋頭,22電燈＆綜合＆電力小計,**,88513 ,37849031 
113,08,825,橋頭,23臨時電燈,43 ,0 ,14483 
113,08,825,橋頭,24臨時電力,27 ,1325 ,233202 
113,08,825,橋頭,25臨時用電小計,**,1325 ,247685 
113,08,825,橋頭,26總計（含臨時用電）,**,88513 ,38096716 
113,08,825,橋頭,27表燈合計,**,2050 ,9929645 
113,08,825,橋頭,28綜合＆電力合計,**,86463 ,28167071 
113,08,826,梓官,1表燈非營業用,24263 ,84 ,13825573 
113,08,826,梓官,2表燈營業用,1523 ,1847 ,2995662 
113,08,826,梓官,3表燈小計,**,1931 ,16821235 
113,08,826,梓官,4低壓綜合裝置非營業用,*,0 ,0 
113,08,826,梓官,5低壓綜合需量非營業用,13 ,613 ,93984 
113,08,826,梓官,6低壓電動車非營業用,*,0 ,0 
113,08,826,梓官,7低壓綜合非營業用電小計,**,613 ,93984 
113,08,826,梓官,8低壓綜合裝置營業用,*,0 ,0 
113,08,826,梓官,9低壓綜合需量營業用,57 ,2750 ,630959 
113,08,826,梓官,10低壓電動車營業用,*,0 ,0 
113,08,826,梓官,11低壓綜合營業用電小計,**,2750 ,630959 
113,08,826,梓官,12低壓綜合用電小計,**,3363 ,724943 
113,08,826,梓官,13低壓裝置電力,452 ,1287 ,200564 
113,08,826,梓官,14低壓需量電力,152 ,5667 ,1134643 
113,08,826,梓官,15低壓電力小計,**,6954 ,1335207 
113,08,826,梓官,16高壓電力,41 ,23450 ,7610995 
113,08,826,梓官,17高壓電動車,*,0 ,0 
113,08,826,梓官,18特高壓電力,*,0 ,0 
113,08,826,梓官,19高＆特高壓電力小計,**,23450 ,7610995 
113,08,826,梓官,20電力小計,**,30404 ,8946202 
113,08,826,梓官,21綜合＆電力小計,**,33767 ,9671145 
113,08,826,梓官,22電燈＆綜合＆電力小計,**,35698 ,26492380 
113,08,826,梓官,23臨時電燈,16 ,0 ,21048 
113,08,826,梓官,24臨時電力,6 ,158 ,24394 
113,08,826,梓官,25臨時用電小計,**,158 ,45442 
113,08,826,梓官,26總計（含臨時用電）,**,35698 ,26537822 
113,08,826,梓官,27表燈合計,**,1931 ,16842283 
113,08,826,梓官,28綜合＆電力合計,**,33767 ,9695539 
113,08,827,彌陀,1表燈非營業用,11211 ,50 ,90902 
113,08,827,彌陀,2表燈營業用,682 ,568 ,272818 
113,08,827,彌陀,3表燈小計,**,618 ,363720 
113,08,827,彌陀,4低壓綜合裝置非營業用,*,0 ,0 
113,08,827,彌陀,5低壓綜合需量非營業用,*,351 ,68365 
113,08,827,彌陀,6低壓電動車非營業用,*,0 ,0 
113,08,827,彌陀,7低壓綜合非營業用電小計,*,351 ,68365 
113,08,827,彌陀,8低壓綜合裝置營業用,*,0 ,0 
113,08,827,彌陀,9低壓綜合需量營業用,21 ,840 ,241971 
113,08,827,彌陀,10低壓電動車營業用,*,0 ,0 
113,08,827,彌陀,11低壓綜合營業用電小計,**,840 ,241971 
113,08,827,彌陀,12低壓綜合用電小計,**,1191 ,310336 
113,08,827,彌陀,13低壓裝置電力,982 ,6152 ,1928456 
113,08,827,彌陀,14低壓需量電力,239 ,5499 ,1430510 
113,08,827,彌陀,15低壓電力小計,**,11651 ,3358966 
113,08,827,彌陀,16高壓電力,16 ,6689 ,2385455 
113,08,827,彌陀,17高壓電動車,*,0 ,0 
113,08,827,彌陀,18特高壓電力,*,0 ,0 
113,08,827,彌陀,19高＆特高壓電力小計,**,6689 ,2385455 
113,08,827,彌陀,20電力小計,**,18340 ,5744421 
113,08,827,彌陀,21綜合＆電力小計,**,19531 ,6054757 
113,08,827,彌陀,22電燈＆綜合＆電力小計,**,20149 ,6418477 
113,08,827,彌陀,23臨時電燈,9 ,0 ,0 
113,08,827,彌陀,24臨時電力,*,45 ,4320 
113,08,827,彌陀,25臨時用電小計,**,45 ,4320 
113,08,827,彌陀,26總計（含臨時用電）,**,20149 ,6422797 
113,08,827,彌陀,27表燈合計,**,618 ,363720 
113,08,827,彌陀,28綜合＆電力合計,**,19531 ,6059077 
113,08,828,永安,1表燈非營業用,6862 ,52 ,596994 
113,08,828,永安,2表燈營業用,422 ,529 ,437990 
113,08,828,永安,3表燈小計,**,581 ,1034984 
113,08,828,永安,4低壓綜合裝置非營業用,*,0 ,0 
113,08,828,永安,5低壓綜合需量非營業用,9 ,600 ,83354 
113,08,828,永安,6低壓電動車非營業用,*,0 ,0 
113,08,828,永安,7低壓綜合非營業用電小計,**,600 ,83354 
113,08,828,永安,8低壓綜合裝置營業用,*,0 ,0 
113,08,828,永安,9低壓綜合需量營業用,22 ,712 ,133585 
113,08,828,永安,10低壓電動車營業用,*,0 ,0 
113,08,828,永安,11低壓綜合營業用電小計,**,712 ,133585 
113,08,828,永安,12低壓綜合用電小計,**,1312 ,216939 
113,08,828,永安,13低壓裝置電力,1831 ,8944 ,3055069 
113,08,828,永安,14低壓需量電力,360 ,4902 ,1305846 
113,08,828,永安,15低壓電力小計,**,13846 ,4360915 
113,08,828,永安,16高壓電力,60 ,65265 ,23830296 
113,08,828,永安,17高壓電動車,*,0 ,0 
113,08,828,永安,18特高壓電力,*,37350 ,25192800 
113,08,828,永安,19高＆特高壓電力小計,**,102615 ,49023096 
113,08,828,永安,20電力小計,**,116461 ,53384011 
113,08,828,永安,21綜合＆電力小計,**,117773 ,53600950 
113,08,828,永安,22電燈＆綜合＆電力小計,**,118354 ,54635934 
113,08,828,永安,23臨時電燈,*,0 ,0 
113,08,828,永安,24臨時電力,14 ,2185 ,473875 
113,08,828,永安,25臨時用電小計,**,2185 ,473875 
113,08,828,永安,26總計（含臨時用電）,**,118354 ,55109809 
113,08,828,永安,27表燈合計,**,581 ,1034984 
113,08,828,永安,28綜合＆電力合計,**,117773 ,54074825 
113,08,829,湖內,1表燈非營業用,22012 ,29 ,6878104 
113,08,829,湖內,2表燈營業用,1378 ,2302 ,1516577 
113,08,829,湖內,3表燈小計,**,2331 ,8394681 
113,08,829,湖內,4低壓綜合裝置非營業用,*,0 ,0 
113,08,829,湖內,5低壓綜合需量非營業用,28 ,1274 ,145792 
113,08,829,湖內,6低壓電動車非營業用,*,0 ,0 
113,08,829,湖內,7低壓綜合非營業用電小計,**,1274 ,145792 
113,08,829,湖內,8低壓綜合裝置營業用,*,0 ,0 
113,08,829,湖內,9低壓綜合需量營業用,73 ,3281 ,815421 
113,08,829,湖內,10低壓電動車營業用,*,0 ,0 
113,08,829,湖內,11低壓綜合營業用電小計,**,3281 ,815421 
113,08,829,湖內,12低壓綜合用電小計,**,4555 ,961213 
113,08,829,湖內,13低壓裝置電力,1092 ,5521 ,954813 
113,08,829,湖內,14低壓需量電力,414 ,13978 ,2503014 
113,08,829,湖內,15低壓電力小計,**,19499 ,3457827 
113,08,829,湖內,16高壓電力,75 ,32828 ,8874294 
113,08,829,湖內,17高壓電動車,*,0 ,0 
113,08,829,湖內,18特高壓電力,*,0 ,0 
113,08,829,湖內,19高＆特高壓電力小計,**,32828 ,8874294 
113,08,829,湖內,20電力小計,**,52327 ,12332121 
113,08,829,湖內,21綜合＆電力小計,**,56882 ,13293334 
113,08,829,湖內,22電燈＆綜合＆電力小計,**,59213 ,21688015 
113,08,829,湖內,23臨時電燈,26 ,0 ,4188 
113,08,829,湖內,24臨時電力,6 ,289 ,27510 
113,08,829,湖內,25臨時用電小計,**,289 ,31698 
113,08,829,湖內,26總計（含臨時用電）,**,59213 ,21719713 
113,08,829,湖內,27表燈合計,**,2331 ,8398869 
113,08,829,湖內,28綜合＆電力合計,**,56882 ,13320844 
113,08,830,鳳山,1表燈非營業用,206145 ,1675 ,70173845 
113,08,830,鳳山,2表燈營業用,12356 ,23353 ,17971213 
113,08,830,鳳山,3表燈小計,**,25028 ,88145058 
113,08,830,鳳山,4低壓綜合裝置非營業用,*,0 ,0 
113,08,830,鳳山,5低壓綜合需量非營業用,757 ,27745 ,4589596 
113,08,830,鳳山,6低壓電動車非營業用,*,114 ,1960 
113,08,830,鳳山,7低壓綜合非營業用電小計,**,27859 ,4591556 
113,08,830,鳳山,8低壓綜合裝置營業用,*,0 ,0 
113,08,830,鳳山,9低壓綜合需量營業用,707 ,27422 ,9190587 
113,08,830,鳳山,10低壓電動車營業用,9 ,2681 ,182480 
113,08,830,鳳山,11低壓綜合營業用電小計,**,30103 ,9373067 
113,08,830,鳳山,12低壓綜合用電小計,**,57962 ,13964623 
113,08,830,鳳山,13低壓裝置電力,94 ,749 ,167182 
113,08,830,鳳山,14低壓需量電力,277 ,10970 ,2186740 
113,08,830,鳳山,15低壓電力小計,**,11719 ,2353922 
113,08,830,鳳山,16高壓電力,112 ,51533 ,17069180 
113,08,830,鳳山,17高壓電動車,*,0 ,0 
113,08,830,鳳山,18特高壓電力,*,0 ,0 
113,08,830,鳳山,19高＆特高壓電力小計,**,51533 ,17069180 
113,08,830,鳳山,20電力小計,**,63252 ,19423102 
113,08,830,鳳山,21綜合＆電力小計,**,121214 ,33387725 
113,08,830,鳳山,22電燈＆綜合＆電力小計,**,146242 ,121532783 
113,08,830,鳳山,23臨時電燈,62 ,0 ,25259 
113,08,830,鳳山,24臨時電力,55 ,3804 ,573749 
113,08,830,鳳山,25臨時用電小計,**,3804 ,599008 
113,08,830,鳳山,26總計（含臨時用電）,**,146242 ,122131791 
113,08,830,鳳山,27表燈合計,**,25028 ,88170317 
113,08,830,鳳山,28綜合＆電力合計,**,121214 ,33961474 
113,08,831,大寮,1表燈非營業用,77293 ,568 ,23519619 
113,08,831,大寮,2表燈營業用,7670 ,11518 ,15126352 
113,08,831,大寮,3表燈小計,**,12086 ,38645971 
113,08,831,大寮,4低壓綜合裝置非營業用,*,0 ,0 
113,08,831,大寮,5低壓綜合需量非營業用,131 ,6243 ,859817 
113,08,831,大寮,6低壓電動車非營業用,*,0 ,0 
113,08,831,大寮,7低壓綜合非營業用電小計,**,6243 ,859817 
113,08,831,大寮,8低壓綜合裝置營業用,*,0 ,0 
113,08,831,大寮,9低壓綜合需量營業用,246 ,14713 ,3463547 
113,08,831,大寮,10低壓電動車營業用,*,0 ,0 
113,08,831,大寮,11低壓綜合營業用電小計,**,14713 ,3463547 
113,08,831,大寮,12低壓綜合用電小計,**,20956 ,4323364 
113,08,831,大寮,13低壓裝置電力,254 ,2297 ,502985 
113,08,831,大寮,14低壓需量電力,996 ,56566 ,9734024 
113,08,831,大寮,15低壓電力小計,**,58863 ,10237009 
113,08,831,大寮,16高壓電力,332 ,176334 ,59132251 
113,08,831,大寮,17高壓電動車,*,0 ,0 
113,08,831,大寮,18特高壓電力,7 ,23438 ,18421875 
113,08,831,大寮,19高＆特高壓電力小計,**,199772 ,77554126 
113,08,831,大寮,20電力小計,**,258635 ,87791135 
113,08,831,大寮,21綜合＆電力小計,**,279591 ,92114499 
113,08,831,大寮,22電燈＆綜合＆電力小計,**,291677 ,130760470 
113,08,831,大寮,23臨時電燈,54 ,0 ,21367 
113,08,831,大寮,24臨時電力,19 ,4103 ,736630 
113,08,831,大寮,25臨時用電小計,**,4103 ,757997 
113,08,831,大寮,26總計（含臨時用電）,**,291677 ,131518467 
113,08,831,大寮,27表燈合計,**,12086 ,38667338 
113,08,831,大寮,28綜合＆電力合計,**,279591 ,92851129 
113,08,832,林園,1表燈非營業用,44384 ,284 ,14925341 
113,08,832,林園,2表燈營業用,2224 ,2998 ,3525192 
113,08,832,林園,3表燈小計,**,3282 ,18450533 
113,08,832,林園,4低壓綜合裝置非營業用,*,0 ,0 
113,08,832,林園,5低壓綜合需量非營業用,40 ,1321 ,225094 
113,08,832,林園,6低壓電動車非營業用,*,0 ,0 
113,08,832,林園,7低壓綜合非營業用電小計,**,1321 ,225094 
113,08,832,林園,8低壓綜合裝置營業用,*,0 ,0 
113,08,832,林園,9低壓綜合需量營業用,105 ,3861 ,1016142 
113,08,832,林園,10低壓電動車營業用,*,499 ,29600 
113,08,832,林園,11低壓綜合營業用電小計,**,4360 ,1045742 
113,08,832,林園,12低壓綜合用電小計,**,5681 ,1270836 
113,08,832,林園,13低壓裝置電力,797 ,5643 ,1719071 
113,08,832,林園,14低壓需量電力,173 ,5358 ,1144675 
113,08,832,林園,15低壓電力小計,**,11001 ,2863746 
113,08,832,林園,16高壓電力,42 ,24969 ,9916996 
113,08,832,林園,17高壓電動車,*,0 ,0 
113,08,832,林園,18特高壓電力,15 ,266822 ,170271676 
113,08,832,林園,19高＆特高壓電力小計,**,291791 ,180188672 
113,08,832,林園,20電力小計,**,302792 ,183052418 
113,08,832,林園,21綜合＆電力小計,**,308473 ,184323254 
113,08,832,林園,22電燈＆綜合＆電力小計,**,311755 ,202773787 
113,08,832,林園,23臨時電燈,33 ,0 ,26268 
113,08,832,林園,24臨時電力,7 ,276 ,19325 
113,08,832,林園,25臨時用電小計,**,276 ,45593 
113,08,832,林園,26總計（含臨時用電）,**,311755 ,202819380 
113,08,832,林園,27表燈合計,**,3282 ,18476801 
113,08,832,林園,28綜合＆電力合計,**,308473 ,184342579 
113,08,833,鳥松,1表燈非營業用,31171 ,408 ,1300960 
113,08,833,鳥松,2表燈營業用,3108 ,4328 ,2259953 
113,08,833,鳥松,3表燈小計,**,4736 ,3560913 
113,08,833,鳥松,4低壓綜合裝置非營業用,*,0 ,0 
113,08,833,鳥松,5低壓綜合需量非營業用,107 ,5517 ,825525 
113,08,833,鳥松,6低壓電動車非營業用,*,0 ,0 
113,08,833,鳥松,7低壓綜合非營業用電小計,**,5517 ,825525 
113,08,833,鳥松,8低壓綜合裝置營業用,*,0 ,0 
113,08,833,鳥松,9低壓綜合需量營業用,100 ,6215 ,1789774 
113,08,833,鳥松,10低壓電動車營業用,*,0 ,0 
113,08,833,鳥松,11低壓綜合營業用電小計,**,6215 ,1789774 
113,08,833,鳥松,12低壓綜合用電小計,**,11732 ,2615299 
113,08,833,鳥松,13低壓裝置電力,58 ,404 ,98556 
113,08,833,鳥松,14低壓需量電力,146 ,5925 ,957625 
113,08,833,鳥松,15低壓電力小計,**,6329 ,1056181 
113,08,833,鳥松,16高壓電力,44 ,17523 ,4449958 
113,08,833,鳥松,17高壓電動車,*,0 ,0 
113,08,833,鳥松,18特高壓電力,*,17526 ,11732000 
113,08,833,鳥松,19高＆特高壓電力小計,**,35049 ,16181958 
113,08,833,鳥松,20電力小計,**,41378 ,17238139 
113,08,833,鳥松,21綜合＆電力小計,**,53110 ,19853438 
113,08,833,鳥松,22電燈＆綜合＆電力小計,**,57846 ,23414351 
113,08,833,鳥松,23臨時電燈,28 ,0 ,2184 
113,08,833,鳥松,24臨時電力,10 ,293 ,18307 
113,08,833,鳥松,25臨時用電小計,**,293 ,20491 
113,08,833,鳥松,26總計（含臨時用電）,**,57846 ,23434842 
113,08,833,鳥松,27表燈合計,**,4736 ,3563097 
113,08,833,鳥松,28綜合＆電力合計,**,53110 ,19871745 
113,08,840,大樹,1表燈非營業用,27845 ,105 ,7879723 
113,08,840,大樹,2表燈營業用,1912 ,3808 ,3486471 
113,08,840,大樹,3表燈小計,**,3913 ,11366194 
113,08,840,大樹,4低壓綜合裝置非營業用,*,0 ,0 
113,08,840,大樹,5低壓綜合需量非營業用,54 ,2925 ,407691 
113,08,840,大樹,6低壓電動車非營業用,*,0 ,0 
113,08,840,大樹,7低壓綜合非營業用電小計,**,2925 ,407691 
113,08,840,大樹,8低壓綜合裝置營業用,*,0 ,0 
113,08,840,大樹,9低壓綜合需量營業用,69 ,3452 ,809344 
113,08,840,大樹,10低壓電動車營業用,*,0 ,0 
113,08,840,大樹,11低壓綜合營業用電小計,**,3452 ,809344 
113,08,840,大樹,12低壓綜合用電小計,**,6377 ,1217035 
113,08,840,大樹,13低壓裝置電力,145 ,1402 ,260679 
113,08,840,大樹,14低壓需量電力,158 ,8116 ,1630589 
113,08,840,大樹,15低壓電力小計,**,9518 ,1891268 
113,08,840,大樹,16高壓電力,56 ,39481 ,13257489 
113,08,840,大樹,17高壓電動車,*,0 ,0 
113,08,840,大樹,18特高壓電力,*,43450 ,12873000 
113,08,840,大樹,19高＆特高壓電力小計,**,82931 ,26130489 
113,08,840,大樹,20電力小計,**,92449 ,28021757 
113,08,840,大樹,21綜合＆電力小計,**,98826 ,29238792 
113,08,840,大樹,22電燈＆綜合＆電力小計,**,102739 ,40604986 
113,08,840,大樹,23臨時電燈,28 ,0 ,18539 
113,08,840,大樹,24臨時電力,12 ,406 ,41208 
113,08,840,大樹,25臨時用電小計,**,406 ,59747 
113,08,840,大樹,26總計（含臨時用電）,**,102739 ,40664733 
113,08,840,大樹,27表燈合計,**,3913 ,11384733 
113,08,840,大樹,28綜合＆電力合計,**,98826 ,29280000 
113,08,842,旗山,1表燈非營業用,26119 ,444 ,6638460 
113,08,842,旗山,2表燈營業用,1614 ,2052 ,1765934 
113,08,842,旗山,3表燈小計,**,2496 ,8404394 
113,08,842,旗山,4低壓綜合裝置非營業用,*,0 ,0 
113,08,842,旗山,5低壓綜合需量非營業用,54 ,2793 ,654299 
113,08,842,旗山,6低壓電動車非營業用,*,0 ,0 
113,08,842,旗山,7低壓綜合非營業用電小計,**,2793 ,654299 
113,08,842,旗山,8低壓綜合裝置營業用,*,0 ,0 
113,08,842,旗山,9低壓綜合需量營業用,103 ,3962 ,1049165 
113,08,842,旗山,10低壓電動車營業用,*,0 ,0 
113,08,842,旗山,11低壓綜合營業用電小計,**,3962 ,1049165 
113,08,842,旗山,12低壓綜合用電小計,**,6755 ,1703464 
113,08,842,旗山,13低壓裝置電力,198 ,1720 ,151879 
113,08,842,旗山,14低壓需量電力,101 ,3876 ,1072872 
113,08,842,旗山,15低壓電力小計,**,5596 ,1224751 
113,08,842,旗山,16高壓電力,21 ,9506 ,4203490 
113,08,842,旗山,17高壓電動車,*,0 ,0 
113,08,842,旗山,18特高壓電力,*,0 ,0 
113,08,842,旗山,19高＆特高壓電力小計,**,9506 ,4203490 
113,08,842,旗山,20電力小計,**,15102 ,5428241 
113,08,842,旗山,21綜合＆電力小計,**,21857 ,7131705 
113,08,842,旗山,22電燈＆綜合＆電力小計,**,24353 ,15536099 
113,08,842,旗山,23臨時電燈,16 ,0 ,1037 
113,08,842,旗山,24臨時電力,*,0 ,0 
113,08,842,旗山,25臨時用電小計,**,0 ,1037 
113,08,842,旗山,26總計（含臨時用電）,**,24353 ,15537136 
113,08,842,旗山,27表燈合計,**,2496 ,8405431 
113,08,842,旗山,28綜合＆電力合計,**,21857 ,7131705 
113,08,843,美濃,1表燈非營業用,27308 ,195 ,7553125 
113,08,843,美濃,2表燈營業用,950 ,788 ,990923 
113,08,843,美濃,3表燈小計,**,983 ,8544048 
113,08,843,美濃,4低壓綜合裝置非營業用,*,0 ,0 
113,08,843,美濃,5低壓綜合需量非營業用,30 ,1653 ,249463 
113,08,843,美濃,6低壓電動車非營業用,*,0 ,0 
113,08,843,美濃,7低壓綜合非營業用電小計,**,1653 ,249463 
113,08,843,美濃,8低壓綜合裝置營業用,*,0 ,0 
113,08,843,美濃,9低壓綜合需量營業用,29 ,1221 ,347276 
113,08,843,美濃,10低壓電動車營業用,*,0 ,0 
113,08,843,美濃,11低壓綜合營業用電小計,**,1221 ,347276 
113,08,843,美濃,12低壓綜合用電小計,**,2874 ,596739 
113,08,843,美濃,13低壓裝置電力,911 ,6497 ,1103032 
113,08,843,美濃,14低壓需量電力,150 ,2959 ,518450 
113,08,843,美濃,15低壓電力小計,**,9456 ,1621482 
113,08,843,美濃,16高壓電力,16 ,5626 ,1160789 
113,08,843,美濃,17高壓電動車,*,0 ,0 
113,08,843,美濃,18特高壓電力,*,0 ,0 
113,08,843,美濃,19高＆特高壓電力小計,**,5626 ,1160789 
113,08,843,美濃,20電力小計,**,15082 ,2782271 
113,08,843,美濃,21綜合＆電力小計,**,17956 ,3379010 
113,08,843,美濃,22電燈＆綜合＆電力小計,**,18939 ,11923058 
113,08,843,美濃,23臨時電燈,17 ,0 ,6415 
113,08,843,美濃,24臨時電力,*,0 ,0 
113,08,843,美濃,25臨時用電小計,**,0 ,6415 
113,08,843,美濃,26總計（含臨時用電）,**,18939 ,11929473 
113,08,843,美濃,27表燈合計,**,983 ,8550463 
113,08,843,美濃,28綜合＆電力合計,**,17956 ,3379010 
113,08,844,六龜,1表燈非營業用,8412 ,23 ,1283437 
113,08,844,六龜,2表燈營業用,481 ,357 ,433486 
113,08,844,六龜,3表燈小計,**,380 ,1716923 
113,08,844,六龜,4低壓綜合裝置非營業用,*,0 ,0 
113,08,844,六龜,5低壓綜合需量非營業用,18 ,863 ,121544 
113,08,844,六龜,6低壓電動車非營業用,*,0 ,0 
113,08,844,六龜,7低壓綜合非營業用電小計,**,863 ,121544 
113,08,844,六龜,8低壓綜合裝置營業用,*,0 ,0 
113,08,844,六龜,9低壓綜合需量營業用,13 ,530 ,158330 
113,08,844,六龜,10低壓電動車營業用,*,0 ,0 
113,08,844,六龜,11低壓綜合營業用電小計,**,530 ,158330 
113,08,844,六龜,12低壓綜合用電小計,**,1393 ,279874 
113,08,844,六龜,13低壓裝置電力,53 ,522 ,25457 
113,08,844,六龜,14低壓需量電力,33 ,895 ,113134 
113,08,844,六龜,15低壓電力小計,**,1417 ,138591 
113,08,844,六龜,16高壓電力,*,780 ,189948 
113,08,844,六龜,17高壓電動車,*,0 ,0 
113,08,844,六龜,18特高壓電力,*,0 ,0 
113,08,844,六龜,19高＆特高壓電力小計,*,780 ,189948 
113,08,844,六龜,20電力小計,**,2197 ,328539 
113,08,844,六龜,21綜合＆電力小計,**,3590 ,608413 
113,08,844,六龜,22電燈＆綜合＆電力小計,**,3970 ,2325336 
113,08,844,六龜,23臨時電燈,*,0 ,0 
113,08,844,六龜,24臨時電力,*,30 ,1040 
113,08,844,六龜,25臨時用電小計,*,30 ,1040 
113,08,844,六龜,26總計（含臨時用電）,**,3970 ,2326376 
113,08,844,六龜,27表燈合計,**,380 ,1716923 
113,08,844,六龜,28綜合＆電力合計,**,3590 ,609453 
113,08,845,內門,1表燈非營業用,8334 ,177 ,3542796 
113,08,845,內門,2表燈營業用,215 ,264 ,366440 
113,08,845,內門,3表燈小計,**,441 ,3909236 
113,08,845,內門,4低壓綜合裝置非營業用,*,0 ,0 
113,08,845,內門,5低壓綜合需量非營業用,11 ,484 ,34399 
113,08,845,內門,6低壓電動車非營業用,*,0 ,0 
113,08,845,內門,7低壓綜合非營業用電小計,**,484 ,34399 
113,08,845,內門,8低壓綜合裝置營業用,*,0 ,0 
113,08,845,內門,9低壓綜合需量營業用,8 ,145 ,54164 
113,08,845,內門,10低壓電動車營業用,*,0 ,0 
113,08,845,內門,11低壓綜合營業用電小計,**,145 ,54164 
113,08,845,內門,12低壓綜合用電小計,**,629 ,88563 
113,08,845,內門,13低壓裝置電力,52 ,444 ,55133 
113,08,845,內門,14低壓需量電力,56 ,861 ,176513 
113,08,845,內門,15低壓電力小計,**,1305 ,231646 
113,08,845,內門,16高壓電力,7 ,2619 ,558500 
113,08,845,內門,17高壓電動車,*,0 ,0 
113,08,845,內門,18特高壓電力,*,0 ,0 
113,08,845,內門,19高＆特高壓電力小計,**,2619 ,558500 
113,08,845,內門,20電力小計,**,3924 ,790146 
113,08,845,內門,21綜合＆電力小計,**,4553 ,878709 
113,08,845,內門,22電燈＆綜合＆電力小計,**,4994 ,4787945 
113,08,845,內門,23臨時電燈,*,0 ,0 
113,08,845,內門,24臨時電力,*,45 ,10325 
113,08,845,內門,25臨時用電小計,*,45 ,10325 
113,08,845,內門,26總計（含臨時用電）,**,4994 ,4798270 
113,08,845,內門,27表燈合計,**,441 ,3909236 
113,08,845,內門,28綜合＆電力合計,**,4553 ,889034 
113,08,846,杉林,1表燈非營業用,7669 ,0 ,1502729 
113,08,846,杉林,2表燈營業用,158 ,168 ,164177 
113,08,846,杉林,3表燈小計,**,168 ,1666906 
113,08,846,杉林,4低壓綜合裝置非營業用,*,0 ,0 
113,08,846,杉林,5低壓綜合需量非營業用,10 ,390 ,116200 
113,08,846,杉林,6低壓電動車非營業用,*,0 ,0 
113,08,846,杉林,7低壓綜合非營業用電小計,**,390 ,116200 
113,08,846,杉林,8低壓綜合裝置營業用,*,0 ,0 
113,08,846,杉林,9低壓綜合需量營業用,*,203 ,79765 
113,08,846,杉林,10低壓電動車營業用,*,0 ,0 
113,08,846,杉林,11低壓綜合營業用電小計,*,203 ,79765 
113,08,846,杉林,12低壓綜合用電小計,**,593 ,195965 
113,08,846,杉林,13低壓裝置電力,28 ,305 ,23842 
113,08,846,杉林,14低壓需量電力,23 ,394 ,47916 
113,08,846,杉林,15低壓電力小計,**,699 ,71758 
113,08,846,杉林,16高壓電力,*,380 ,73680 
113,08,846,杉林,17高壓電動車,*,0 ,0 
113,08,846,杉林,18特高壓電力,*,0 ,0 
113,08,846,杉林,19高＆特高壓電力小計,*,380 ,73680 
113,08,846,杉林,20電力小計,**,1079 ,145438 
113,08,846,杉林,21綜合＆電力小計,**,1672 ,341403 
113,08,846,杉林,22電燈＆綜合＆電力小計,**,1840 ,2008309 
113,08,846,杉林,23臨時電燈,*,0 ,0 
113,08,846,杉林,24臨時電力,*,0 ,0 
113,08,846,杉林,25臨時用電小計,*,0 ,0 
113,08,846,杉林,26總計（含臨時用電）,**,1840 ,2008309 
